#,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,eFG%,TS%
102,Klay Thompson,126,37.1,19.3,7.2,16.3,44.3,3.1,7.4,41.6,1.8,2.2,84.1,0.6,3.3,3.9,2.2,0.9,0.5,1.8,53.8,56.1
103,Connie Hawkins,12,41.7,19.3,6.9,17.5,39.5,-,-,-,5.5,6.8,81.5,2.8,5.2,11.4,4.8,1.4,0.2,-,39.5,47.2
104,Kevin Johnson,105,36.9,19.3,6.7,14.3,46.9,0.2,0.9,24.4,5.7,6.8,83.3,0.7,2.7,3.3,8.9,1.3,0.3,3.4,47.6,55.7
105,Allan Houston,63,40.1,19.3,6.9,15.4,44.8,1.2,2.9,42,4.3,4.8,88.4,0.3,2.6,2.9,2.2,0.7,0.2,2.6,48.8,55
106,Steve Francis,5,44.4,19.2,6,14,42.9,1.4,3.4,41.2,5.8,8,72.5,1.2,7.2,8.4,7.6,1.4,0.2,4.2,47.9,54.8
107,Brad Daugherty,41,39,19.1,6.7,12.9,51.9,0,0,0,5.7,7.5,75.6,2.2,8,10.2,3.3,0.7,1,2.4,51.9,58.8
108,Zach LaVine,2,40,19,6.5,16,40.6,2.5,7,35.7,3.5,4,87.5,0,5.5,5.5,3,1,0.5,3.5,48.4,53.5
108,Ed Sadowski,8,-,19,5.9,17.4,33.8,-,-,-,7.3,10.6,68.2,-,-,-,1.8,-,-,-,33.8,43.1
108,Lee Shaffer,13,29.8,19,7.6,18.3,41.6,-,-,-,3.8,4.8,77.8,-,-,6.3,1.2,-,-,-,41.6,46.5
111,Joe Fulks,31,23.3,19,6.2,24,25.8,-,-,-,6.6,8.4,78.2,-,-,5.6,0.4,-,-,-,25.8,34.2
112,Blake Griffin,65,33.7,18.9,7.3,14.8,49.4,0.4,1.1,37.5,3.9,5.3,72.9,2,6,8,3.6,1,0.8,2.2,50.8,55.2
113,Dave Cowens,89,42.3,18.9,8.2,18.3,45.1,0,0,0,2.4,3.3,74.4,3.7,10.4,14.4,3.7,1.2,0.9,0.9,45.1,48
114,Sam Jones,154,30.2,18.9,7.5,16.7,44.7,-,-,-,4,4.9,81.1,-,-,4.7,2.3,-,-,-,44.7,50.1
115,Nikola Vucevic,13,31.5,18.8,7.4,16.5,44.7,2.1,5.8,36,2,2.5,81.3,2.2,7.5,9.7,3.1,0.6,0.8,2.4,50.9,53.5
116,Baron Davis,50,37,18.8,6.6,14.9,44.2,2,5.7,35,3.7,5.2,70.9,1,3.3,4.3,6.2,2.3,0.5,2.6,50.8,54.8
117,Kevin McHale,169,33.8,18.8,7.1,12.7,56.1,0,0.1,38.1,4.5,5.8,78.8,2.7,4.7,7.4,1.6,0.4,1.7,1.9,56.3,61.8
118,Jimmy Butler,82,37.6,18.8,6.2,13.8,44.8,1.2,3.4,35.2,5.3,6.3,83,1.5,4.4,5.8,4.3,1.6,0.5,1.9,49.2,56.8
119,Jeff Malone,51,35.5,18.7,7.5,15.9,47,0,0.2,16.7,3.7,4.4,85.2,0.7,2.1,2.8,2.2,0.8,0.2,1.8,47.2,52.5
120,Pete Maravich,26,29.1,18.7,7.3,17.3,42.3,0.1,0.2,33.3,4,5.2,78.4,0,0.9,3.7,3.8,0.3,0,1,42.5,47.9
120,Amar'e Stoudemire,78,30.7,18.7,6.7,13.1,51.2,0.1,0.2,25,5.3,7.1,75,2.6,4.8,7.4,0.8,0.8,1.3,2.3,51.4,57.9
122,Ralph Sampson,38,34.4,18.7,7.4,15,49.7,0.1,0.2,37.5,3.7,5.3,70.3,3.3,7.3,10.5,2.9,0.9,1.5,3.2,50,54
123,Paul Pierce,170,36.6,18.7,6,14.2,42.3,1.6,4.6,35.5,5.1,6.1,83,0.7,5.1,5.8,3.4,1.2,0.6,2.8,48,55.4
124,Chris Webber,80,36.3,18.7,7.7,16.6,46.4,0.2,0.7,26.9,3.1,5,61.1,2.8,6,8.7,3.6,1.1,1.1,2.8,46.9,49.6
125,Walter Davis,78,28,18.6,7.6,15.3,49.6,0.1,0.3,19.2,3.4,4.1,83,1.1,2,3.1,4,1.1,0.2,2.4,49.8,54.5
126,Bob Lanier,67,35.2,18.6,7.6,14.3,53.2,0,0,0,3.4,4.4,76.8,2.7,7,9.6,3.5,0.9,1.5,2.3,53.2,57.3
127,Bill Sharman,78,33,18.5,6.9,16.2,42.6,-,-,-,4.7,5.2,91.1,-,-,3.7,2.6,-,-,-,42.6,50.2
128,Calvin Murphy,51,32.5,18.5,7.6,16,47.5,0.1,0.3,28.6,3.2,3.5,93.2,0.6,0.9,1.5,4.2,1.5,0.1,2.1,47.7,52.8
129,Bob Cousy,109,38.5,18.5,6.3,18.5,34.2,-,-,-,5.9,7.3,80.1,-,-,5,8.6,-,-,-,34.2,42.6
130,Walt Bellamy,46,42.2,18.5,7,14.9,47.1,-,-,-,4.4,6.9,64.2,-,-,14.8,3,-,-,-,47.1,51.5
131,Mike Mitchell,35,33.2,18.5,7.8,15.5,50.2,0,0.1,33.3,2.8,3.7,76.2,2.2,4.2,6.4,1.3,0.5,0.8,2.1,50.3,53.7
132,Jeff Ruland,17,37.6,18.4,6.5,12.4,52.1,0,0.2,0,5.5,7.1,77.5,3.6,5.9,9.6,3.9,0.8,0.8,4.2,52.1,59.3
133,Calvin Natt,45,33.4,18.4,7.1,14.1,50.3,0,0.2,22.2,4.1,5.6,73.6,2.2,5.1,7.2,2.4,0.6,0.3,2,50.5,55.4
134,Bob McAdoo,94,28.9,18.3,7.4,15.1,49.1,0,0.1,25,3.4,4.7,72.4,1.9,5.6,7.6,1.4,0.8,1.6,2,49.1,53.1
135,Jack Twyman,34,32.2,18.3,7.2,16.4,44.1,-,-,-,3.9,4.7,82.4,-,-,7.5,1.8,-,-,-,44.1,49.6
136,Chet Walker,105,35.1,18.2,6.5,14.6,44.9,-,-,-,5.2,6.6,78.7,1.5,3.5,7,2,1,0.1,-,44.9,52.2
137,Kevin Garnett,143,36.9,18.2,7.4,15.5,47.8,0.1,0.4,27.3,3.3,4.1,78.9,2.2,8.5,10.7,3.3,1.2,1.3,2.4,48.1,52.5
138,Phil Chenier,60,34.8,18.1,7.3,16.2,45,-,-,-,3.5,4.2,84.5,0.8,3.1,3.8,2.2,1.2,0.5,0.7,45,50.2
139,Gail Goodrich,80,32.8,18.1,6.8,15.3,44.2,-,-,-,4.6,5.6,81.9,1.4,1.8,3.1,4.2,1.4,0.2,-,44.2,50.9
140,Vince Carter,88,34.5,18.1,6.3,15.2,41.6,1.4,4,33.8,4.1,5.1,79.6,1.5,3.9,5.4,3.4,1.1,0.5,1.9,46,51.8
141,Chandler Parsons,13,40.4,18.1,7.2,16.4,43.7,2.2,6.2,36.3,1.5,2.2,69,1,5.6,6.6,2.9,0.4,0.3,1.8,50.5,52
142,David Robinson,123,34.3,18.1,6.2,13,47.9,0,0.1,10,5.6,7.9,70.8,3,7.6,10.6,2.3,1.2,2.5,2.3,47.9,54.7
143,Julius Randle,5,36,18,5.6,18.8,29.8,2.2,6.6,33.3,4.6,5.4,85.2,2.2,9.4,11.6,4,0.6,0,4.6,35.6,42.5
144,Earl Monroe,82,33.1,17.9,6.9,15.8,43.9,-,-,-,4.1,5.2,79.1,0.5,2.5,3.2,3.2,0.9,0.5,1,43.9,49.7
145,Tony Parker,226,34.3,17.9,7.1,15.5,46.1,0.5,1.7,30.9,3.1,4.2,73.1,0.5,2.5,2.9,5.1,0.9,0.1,2.6,47.8,51.6
146,Tobias Harris,35,37.4,17.9,6.9,14.9,46,1.5,4.1,35.4,2.7,3.1,85.5,1.3,7.7,9,3.6,0.9,0.6,1.6,50.9,54.8
147,Gene Shue,32,36.6,17.8,6.5,15.3,42.4,-,-,-,4.8,5.8,84.2,-,-,4.2,4.1,-,-,-,42.4,50
148,Victor Oladipo,16,35.3,17.8,6,15.3,39.3,2.6,7.2,35.7,3.2,3.9,81,0.3,5.9,6.2,3.9,2.1,0.4,2.8,47.7,52.3
148,Michael Redd,16,31.6,17.8,6.2,13.7,45.2,1,2.9,34,4.4,5.1,86.4,1.9,2.6,4.6,2,0.4,0.1,2.3,48.9,55.8
150,Norm Nixon,58,39.4,17.7,7.6,15.9,47.8,0.1,0.3,33.3,2.4,3.2,76.3,0.9,2.5,3.4,8,1.5,0.1,2.6,48,51.2
151,Jake Pelkington,3,-,17.7,4.3,11,39.4,-,-,-,9,11.7,77.1,-,-,-,1,-,-,-,39.4,54.8
152,Scottie Pippen,208,39,17.5,6.4,14.5,44.4,1,3.2,30.3,3.7,5.1,72.4,2.2,5.4,7.6,5,1.9,0.9,2.9,47.7,52.3
153,D'Angelo Russell,8,30.4,17.5,6.4,18.3,34.9,2.4,6.9,34.5,2.4,2.8,86.4,0.3,3.3,3.5,4.8,1.3,0.1,2.6,41.4,45
153,Randy Smith,24,38.1,17.5,7,15,46.5,0,0,0,3.5,4.3,81.6,0.8,3.8,4.5,6.5,1.8,0.1,0,46.5,51.7
155,Reggie Lewis,42,30.4,17.5,7,13.7,51,0,0.4,13.3,3.5,4.5,77.7,1.3,2.9,4.2,2.6,1.2,0.5,1.4,51.1,55.8
156,Andrew Toney,72,29.8,17.4,6.7,14.1,47.8,0.2,0.7,23.5,3.8,4.8,78.6,0.8,1.6,2.3,4.5,0.8,0.3,3.6,48.4,53.7
157,Willis Reed,78,33.9,17.4,7.3,15.4,47.4,-,-,-,2.8,3.7,76.5,0.4,1.6,10.3,1.9,0.2,0,-,47.4,51.1
158,Mark Price,47,36,17.4,6,12.8,46.4,1.2,3.5,33.7,4.3,4.6,94.4,0.4,2.2,2.6,7,1.4,0.1,3.4,51.1,58.7
159,Dennis Johnson,180,38.9,17.3,6.5,14.8,43.9,0.1,0.6,23.6,4.2,5.2,80.2,1.5,2.9,4.3,5.6,1.4,0.6,2.7,44.3,50.7
160,Chauncey Billups,146,36.4,17.3,5,12.3,41.1,1.8,5,36.6,5.4,6.1,88,0.5,2.9,3.4,5.7,1,0.2,2.2,48.5,57.8
161,Shawn Kemp,88,33.4,17.3,5.8,11.7,49.8,0,0.2,20,5.6,7,79.7,3.6,6.1,9.7,1.8,1.1,1.6,3.1,50,58.4
162,Steve Nash,120,35.7,17.3,6.2,13.2,47.3,1.5,3.6,40.6,3.3,3.7,90,0.6,3,3.5,8.8,0.6,0.1,3.2,52.9,58.3
163,Antawn Jamison,46,34.9,17.2,6.6,14.7,44.8,1.3,3.8,34.1,2.7,3.8,70.6,1.9,5.2,7.2,1.3,0.8,0.7,1.5,49.2,52.4
164,Mark Aguirre,102,29,17.1,6.8,14.1,48.5,0.4,1.4,31.7,3,4.1,74.3,1.8,3.5,5.3,2.6,0.7,0.2,1.9,50.1,54
165,Carlos Boozer,83,35.4,17.1,7,14.6,48.3,0,0,0,3.1,4.2,72.6,2.8,8.3,11.1,2.3,0.7,0.3,2.6,48.3,52.1
166,Jason Richardson,37,34.1,17.1,6.2,13.4,46.5,2.6,6.4,40.4,2.1,2.8,72.4,1.4,4,5.4,1.4,1.1,0.4,1.2,56,58.3
167,Gilbert Arenas,31,30.1,17.1,5.5,13.5,41,1.5,4.9,30.5,4.5,5.9,76.9,0.6,2.8,3.5,3.8,1.2,0.4,2.4,46.4,53
168,Jrue Holiday,55,37.7,17.1,6.6,15.4,42.9,1.7,5,34.2,2.1,2.8,77.1,1.2,3.9,5.1,6.8,1.5,0.5,2.4,48.4,51.3
169,Zelmo Beaty,63,37.2,17,6.3,13.6,46.6,-,-,-,4.3,5.9,73.8,-,-,11,1.6,-,-,-,46.6,52.5
169,Roy Hinson,9,31,17,6.3,11.1,57,0,0,0,4.3,6.8,63.9,1.8,4.1,5.9,0.7,0.8,2.1,1.1,57,60.3
169,Xavier McDaniel,51,34,17,7.2,15.4,46.4,0.2,0.8,28.2,2.5,3.7,66.7,2.8,4.2,7,2.6,0.7,0.4,2.5,47.1,49.8
172,Roy Tarpley,24,33.6,17,7.1,14,51,0,0.2,0,2.7,3.8,70.7,4.8,8,12.8,1.3,1.2,1.8,2,51,54.2
173,Don Ohl,47,31.5,16.9,6.8,15.9,42.7,-,-,-,3.3,4.4,75.2,-,-,3.4,2.8,-,-,-,42.7,47.3
174,Tim Hardaway,56,36.6,16.8,5.9,14.9,39.3,2,6.1,32,3.1,4.2,75.1,0.6,2.5,3.1,6.8,1.6,0.2,2.9,45.9,50.2
175,Derrick Coleman,39,37.4,16.8,5.9,12.5,47.2,0.7,1.9,35.1,4.4,5.4,80.6,2.8,7.1,9.9,2.8,0.8,1.5,2.1,49.9,56.6
176,Jim McMillian,72,37.8,16.6,6.9,15.3,45.1,-,-,-,2.8,3.5,79.1,1.9,3.3,5.2,1.9,1.3,0.3,1.2,45.1,49.2
177,Campy Russell,20,30.3,16.6,6,14.4,41.7,0,0.1,0,4.5,5.4,84.3,2.1,3.9,6,2.2,0.9,0.5,4.5,41.7,49.3
178,Ralph Beard,8,-,16.5,6.1,16.4,37.4,-,-,-,4.3,5.6,75.6,-,-,4,4.4,-,-,-,37.4,43.8
178,Eddie Miller,2,46.5,16.5,6.5,18.5,35.1,-,-,-,3.5,8,43.8,-,-,18,2.5,-,-,-,35.1,37.5
178,Zach Randolph,70,35,16.5,6.3,14.4,43.7,0.1,0.4,15.4,3.9,5.2,75,3.2,6.1,9.3,1.7,0.7,0.4,1.8,43.9,49.6
181,Mike Conley,70,36.1,16.4,5.6,13.4,41.8,1.6,4.3,35.9,3.6,4.5,81,0.5,3.1,3.6,6.6,1.3,0.2,2.1,47.6,53.3
182,Isaiah Rider,21,35.9,16.4,5.4,13,41.8,0.9,2.5,34,4.7,5.4,86,1.2,2.5,3.7,3.1,0.9,0,2.9,45.1,53.2
183,Brandon Roy,15,30.6,16.3,5.9,13.3,44.2,0.9,2.9,32.6,3.7,4.5,80.9,0.7,2.6,3.3,2.6,0.6,0.5,1.3,47.7,53.5
184,Tom Meschery,39,33.9,16.3,6.4,14.6,43.5,-,-,-,3.6,4.4,80.9,-,-,8.8,2,-,-,-,43.5,49.2
185,Kristaps Porzingis,10,32.7,16.3,5.5,11.2,49.1,1.7,4.4,38.6,3.6,4.2,85.7,1,5.4,6.4,1.1,0.9,0.8,0.6,56.7,62.5
186,Bailey Howell,86,31.5,16.3,6.3,13.5,46.5,-,-,-,3.7,5,73.2,-,-,8.1,1.5,-,-,-,46.5,51.7
187,Bill Russell,165,45.4,16.2,6.1,14.2,43,-,-,-,4,6.7,60.3,-,-,24.9,4.7,-,-,-,43,47.4
188,Larry Kenon,31,33.3,16.2,7,16.4,42.9,0,0,0,2.1,3,69.9,3.2,5.5,8.7,2.6,1.1,0.2,2,42.9,45.6
189,Lenny Wilkens,64,37.5,16.1,5.6,14,39.9,-,-,-,4.9,6.4,76.9,-,-,5.8,5.8,-,-,-,39.9,47.8
190,Jamaal Wilkes,113,33.6,16.1,6.9,14.9,46.5,0,0.1,0,2.2,3,72.7,2.2,4.1,6.4,2.2,1.2,0.5,2,46.5,49.4
191,Antoine Walker,64,38.5,16.1,6.2,15.3,40.6,1.9,5.4,35.2,1.8,2.6,66.3,1.6,5.6,7.1,2.9,1.2,0.4,2.7,46.8,48.8
192,Rolando Blackman,69,31,16.1,6.3,13,48.4,0.1,0.4,29,3.4,3.9,86.9,1.1,1.8,2.9,3.1,0.6,0.2,1.8,48.9,54.7
193,Ray Allen,171,35.5,16.1,5.4,12.3,44.3,2.3,5.6,40.1,3,3.4,88.3,0.8,3,3.8,2.6,1,0.2,1.6,53.5,58.5
194,Kiki Vandeweghe,68,27.8,16.1,6.2,12.1,51,0.3,0.9,34.5,3.5,3.8,90.7,0.8,2,2.8,2,0.6,0.4,1.3,52.2,58.4
195,Glen Rice,55,37,16.1,5.9,13.5,43.3,1.3,3.6,36.2,3.1,3.6,84.5,0.7,3.8,4.5,1.8,0.8,0.2,1.6,48.1,53.2
196,Eric Gordon,55,34,16,5.5,13.3,41.3,2.7,7.6,36,2.3,2.8,83.7,0.5,2.4,2.9,2.1,0.7,0.6,1.8,51.6,55.2
197,Dave DeBusschere,96,38.4,16,6.6,15.9,41.6,-,-,-,2.8,4,69.8,2.1,6.2,12,2.6,0.6,0.3,-,41.6,45.4
197,Karl-Anthony Towns,8,34.3,16,5.8,11.1,51.7,0.6,2.3,27.8,3.9,4.8,81.6,2.8,9.3,12,2,0.3,1.6,3,54.5,60.5
199,Sidney Moncrief,93,34.7,16,5.3,11.1,47.5,0.2,0.6,29.3,5.2,6.5,81.1,2,3,5,3.4,1.1,0.4,2.4,48.4,57.3
200,Fred Carter,28,34.8,15.9,6.4,15.5,41,-,-,-,3.2,4.7,68.7,1.3,2,4.4,2.7,1.3,0.3,-,41,45.4
201,Joe Caldwell,45,32.8,15.9,6.5,14.5,44.9,-,-,-,2.9,5.2,56,-,-,4.8,2.6,-,-,-,44.9,47.5
202,Luol Deng,62,39.1,15.9,6.1,13.5,45.5,0.9,3,31.1,2.7,3.6,76.5,1.7,5,6.7,2,1.1,0.7,1.6,48.9,52.9
203,Elmore Smith,13,29.8,15.8,6.6,13.2,50,-,-,-,2.6,4,65.4,2.8,6.3,9.1,0.6,1.3,1.9,2.5,50,52.9
204,Archie Clark,71,33.6,15.8,6.3,13.8,45.4,-,-,-,3.3,4.3,77.2,0.5,2.2,3.2,4.2,0.7,0,-,45.4,50.6
205,Deandre Ayton,24,36.2,15.8,7,10.6,65.9,0,0,100,1.7,2.3,74.5,3,8.6,11.6,1.3,0.8,1.2,1.2,66.1,67.7
206,Larry Nance,68,35.7,15.7,6.5,12,54.1,0,0,0,2.8,3.8,74.2,2.7,5.2,7.9,2.4,0.9,2.1,1.6,54.1,57.8
207,Deron Williams,90,33.4,15.7,5.3,12,43.8,1.5,3.9,39.3,3.6,4.5,80.3,0.5,2.6,3.2,7,1,0.2,2.7,50.2,56
208,Micheal Ray Richardson,18,39.6,15.7,6,15.6,38.6,0.3,1.6,20.7,3.3,4.8,69,1.8,3.7,5.5,7.2,2.8,0.2,2.8,39.6,44.3
209,Joe Dumars,112,36.6,15.6,5.8,12.5,46.2,0.5,1.3,35.8,3.6,4.3,85.5,0.8,1.4,2.3,4.6,0.8,0.1,1.8,48.1,54.5
210,Kelly Tripucka,25,30,15.6,5.8,12.6,46.2,0,0.2,0,4,4.7,85.6,1.6,2.1,3.7,2.3,0.9,0.2,2.4,46.2,53.4
211,Otis Birdsong,35,31.1,15.6,6.6,13.8,48,0,0.3,9.1,2.3,4,58.3,1.1,1.8,3,3,1.6,0.1,2,48.1,50.2
212,Chris Bosh,89,35.2,15.6,5.8,12.2,47.3,0.6,1.6,38.6,3.4,4.3,80,1.9,5.5,7.5,1.3,0.8,1.1,1.4,49.8,55.3
213,Richie Guerin,42,32,15.6,5.5,12.8,42.9,-,-,-,4.6,5.7,80.3,-,-,3.5,5.1,-,-,-,42.9,50.8
213,Albert King,21,29.7,15.6,6.4,14.2,45.3,0.1,0.4,33.3,2.6,3.5,73,2.1,3.1,5.2,2.3,1.2,0.4,2.2,45.8,49.5
215,Brian Winters,41,33,15.5,6.6,13.4,49,0.5,1.2,39.6,2,2.4,80.8,0.6,2.2,2.9,4.7,1.3,0.4,2.5,50.7,53.8
216,Pau Gasol,136,35.5,15.4,6,11.8,50.8,0.1,0.3,29.7,3.4,4.6,74.1,2.7,6.4,9.2,3.2,0.5,1.7,1.8,51.1,55.9
217,Reggie King,23,34.3,15.4,6,12.2,48.8,0,0,0,3.5,4.8,72.1,3,5.3,8.3,1.5,0.9,0.6,1.9,48.8,53.7
218,Tom Chambers,108,28.3,15.4,5.6,12.8,44,0.3,0.8,30.3,3.9,4.7,82.7,1.3,4,5.3,1.7,0.6,0.6,1.9,45,51.8
219,Dave Bing,31,31.1,15.4,6.2,14.6,42.3,-,-,-,3.1,4.1,74.8,0.7,1.7,2.7,4.3,0.6,0.2,-,42.3,47
220,Kyle Lowry,99,35,15.4,5.1,12.2,41.9,1.9,5.5,34.1,3.3,4.1,79.3,0.8,3.8,4.6,5.7,1.4,0.3,2.5,49.6,54.8
221,Billy Owens,11,37.7,15.4,6.4,12.8,49.6,0,0.5,0,2.6,4.1,64.4,2.7,5.4,8.1,3.6,1.5,0.5,2.2,49.6,52.5
222,Kevin Love,63,31.1,15.3,5,12.3,40.3,2.2,5.5,40.4,3.2,3.7,85.4,2,7.7,9.7,1.8,0.7,0.5,1.7,49.4,55
223,Robert Parish,184,33.6,15.3,6.2,12.2,50.6,0,0,0,3,4.2,72.2,3.1,6.5,9.6,1.3,0.8,1.7,2.1,50.6,54.7
224,Anthony Roberts,16,30,15.3,6.2,14.5,42.7,-,-,-,2.9,3.8,77,3.1,4.4,7.6,2.3,0.8,0.4,1.9,42.7,47.3
225,Pascal Siakam,50,32.5,15.3,6,13.2,45.2,0.9,3.3,25.9,2.5,3.3,74.5,1.4,4.8,6.2,2.7,0.8,0.6,1.3,48.4,52
226,Dwight Howard,125,31.6,15.3,5.4,9.2,58.9,0,0.1,14.3,4.4,8,54.8,3.5,8.3,11.8,1.2,0.8,2,2.6,59,59.9
227,Quintin Dailey,4,32.3,15.3,6.5,15.5,41.9,0.3,1.8,14.3,2,2.8,72.7,1.3,2,3.3,2.8,1,0,1.3,42.7,45.6
227,Corey Maggette,12,24.3,15.3,4.8,10.2,46.7,0.7,2,33.3,5.1,5.6,91,0.6,6.7,7.3,1.4,0.6,0.4,2.2,50,60.4
229,Charlie Scott,33,35.7,15.2,5.9,15,39.5,-,-,-,3.4,4.4,77.4,1.4,2.9,4.3,4,1.2,0.4,3.5,39.5,45.1
230,Joe Johnson,120,35.5,15.2,5.9,13.7,42.7,1.3,3.9,33.9,2.2,2.8,77.9,1,3.3,4.2,3.1,0.8,0.2,1.8,47.5,50.9
231,Jalen Brunson,10,23.2,15.2,5.6,11.5,48.7,1.3,3,43.3,2.7,3.3,81.8,0.8,2.6,3.4,2.5,0.2,0,0.7,54.3,58.7
232,Dan Roundfield,38,34.3,15.2,5.9,12.6,47.1,0,0.1,25,3.3,4.6,72.4,3.3,6.6,9.9,2.1,0.7,1.5,2.6,47.2,52
233,Terry Cummings,110,26.9,15.1,6.2,12.3,50.2,0,0.1,9.1,2.8,4,70.6,2.3,4.5,6.7,1.6,0.9,0.6,1.6,50.2,53.9
234,Dick Barnett,102,29.7,15.1,5.9,12.9,45.8,-,-,-,3.3,4.4,74.8,-,-,2.7,2.4,-,-,-,45.8,50.9
235,Shai Gilgeous-Alexander,13,34.8,15.1,5.2,11.5,44.7,1.8,4.1,43.4,3,3.3,90.7,0.5,3.5,4.1,3.7,1,0.6,1.5,52.3,58
236,Jaylen Brown,63,28.9,15.1,5.7,11.9,47.7,1.7,4.8,35.7,2,2.7,74.1,0.9,4,4.9,1.5,0.9,0.4,1.6,54.9,57.6
237,Darrell Griffith,37,28.1,15.1,6,13.6,43.8,1.2,3.4,37.1,1.9,2.6,71.1,1,2.8,3.8,2.1,1.3,0.3,2.1,48.4,50.9
238,Jamal Mashburn,52,35.6,15,5.3,13.7,38.9,1.1,3,36.9,3.3,4.2,78,1.1,3.6,4.7,3.2,0.9,0.2,2.2,43,48.4
239,Jameer Nelson,44,32.5,15,5.4,12.1,44.5,1.7,4.5,37.2,2.6,3.3,79.2,0.6,2.9,3.5,4.6,0.8,0.1,2,51.4,55.5
240,Scottie Barnes,1,32,15,4,6,66.7,0,0,0,7,9,77.8,2,8,10,8,0,1,2,66.7,75.3
240,Dino Radja,4,38.3,15,5,12.5,40,0,0,0,5,7,71.4,1,6,7,2.3,1,1.3,2.3,40,48.1
240,Charlie Tyra,2,27.5,15,6,14,42.9,-,-,-,3,4.5,66.7,-,-,15.5,0.5,-,-,-,42.9,46.9
243,Gordon Hayward,29,33,15,4.8,11.8,40.5,1.6,4.4,35.2,3.9,4.1,95,0.5,4.1,4.6,2.9,0.9,0.3,1.7,47.1,55.2
244,Neil Johnston,23,30.5,15,5.3,13.5,39,-,-,-,4.4,6,73.4,-,-,11.2,3.3,-,-,-,39,46.3
245,Brook Lopez,63,31.7,15,5.7,11.2,50.9,1.1,3.4,33.5,2.5,2.9,84.2,2.1,4.1,6.2,0.8,0.7,1.8,1.1,55.9,60
246,Jeff Hornacek,140,34,14.9,5.3,11.3,47,0.9,2,43.3,3.5,3.9,88.6,1,2.8,3.8,3.8,1.2,0.2,1.6,50.8,57.5
247,Goran Dragic,58,27.3,14.9,5.6,12.6,44.6,1.5,4.3,34.3,2.3,2.9,76.6,0.7,2.7,3.4,3.4,0.7,0.1,1.9,50.5,53.9
248,Troy Hudson,14,27.4,14.9,4.9,12.5,38.9,1.2,3.4,36.2,4,4.3,93.3,0.4,1.4,1.8,3.4,0.6,0,1.9,43.7,51.9
249,Ricky Pierce,97,27.4,14.9,5.5,11.8,46.6,0.3,1,35.5,3.6,4.2,86.6,1,1.4,2.4,1.9,0.7,0.2,1.6,48,54.8
250,Spencer Dinwiddie,9,27.8,14.9,5.1,13,39.3,1.3,4.6,29.3,3.3,4.6,73.2,0.8,2.1,2.9,3.2,0.9,0,1.9,44.4,49.6
251,Steven Smith,90,32.2,14.9,4.9,11.6,42.6,1.5,3.8,39.4,3.5,4.1,85.8,1.1,1.9,3,2.2,0.9,0.3,1.5,49.1,55.6
252,Jack Marin,51,32.9,14.8,5.7,12.7,45,-,-,-,3.4,4.1,82.4,0.6,1.7,5.5,2.4,0.6,0.1,-,45,51.1
253,Rui Hachimura,5,34.6,14.8,5.8,9.4,61.7,1.8,3,60,1.4,2.4,58.3,1,6.2,7.2,1,0.4,0.2,1,71.3,70.8
254,Josh Howard,66,32,14.8,5.4,12.4,44,0.7,2.2,31.1,3.2,4.1,78.2,2,4.9,6.9,1.5,1,0.6,2,46.8,52.2
255,Rik Smits,104,26.4,14.8,6,11.8,50.7,0,0,25,2.8,3.4,82.9,1.4,3.8,5.2,1.3,0.5,0.9,1.8,50.7,55.5
256,Mike Newlin,22,31,14.8,6.1,12.3,50,-,-,-,2.5,3,84.6,1,2.4,3.3,4.7,1.3,0,3,50,54.4
257,Terry Porter,124,31.8,14.7,5,10.6,47,1.2,3.3,37.2,3.5,4.3,82.6,0.6,2.4,3,5,1.1,0.1,1.9,52.7,58.9
258,Cliff T. Robinson,17,27.2,14.7,6.1,12.9,47.3,0,0,0,2.5,3.9,63.6,2.4,4.8,7.2,1.6,1.2,0.8,1.6,47.3,50.2
259,James Silas,27,27.6,14.7,5.5,12.2,44.8,0,0,0,3.7,4.6,80.8,0.7,1.7,2.4,3.5,1.2,0.1,2.2,44.8,51.6
260,Lewis Lloyd,25,30.5,14.7,6.2,12.7,48.4,0.1,0.2,40,2.3,2.9,79.2,2,1.8,3.8,4.4,0.9,0.6,2.3,48.7,52.5
261,Wilbur Holland,3,28,14.7,5.7,11.3,50,-,-,-,3.3,3.3,100,1.7,1.3,3,1,0.3,0,-,50,57.3
261,Todd Lichti,3,23.3,14.7,5,9.7,51.7,0,0.3,0,4.7,6.3,73.7,1.7,4.3,6,3,0.3,0,2.7,51.7,58.9
263,Ricky Rubio,11,31.7,14.6,5.1,13.2,38.6,1.3,4.7,26.9,3.2,3.9,81.4,0.7,4.7,5.5,7.7,1.8,0.4,3,43.4,49.1
264,Jalen Rose,59,31.9,14.6,5.5,12.5,43.8,0.8,2.2,38.5,2.8,3.5,80.1,0.5,2.7,3.2,2.9,0.8,0.4,2,47.2,51.9
265,Andrew Wiggins,8,31.6,14.6,5.5,11.8,46.8,1.5,3.8,40,2.1,3.6,58.6,1.1,5,6.1,1.9,0.6,0.4,1.5,53.2,54.8
266,Danny Manning,43,27.7,14.6,5.7,11.5,50.1,0.1,0.3,25,3,4,76.6,1.5,3.2,4.7,1.9,1,0.7,1.8,50.4,55.3
